utcTimeMillis,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z
1593045516447.0,-3272893.36387174,-5218389.7111693965,4682950.70993448,-590111.908009561,-941710.9604745065,844870.9056600437,-239900.0240759862,-382840.7885007009,343462.3161931797
1593045517447.0,-3272893.4425277347,-5218378.767375568,4682963.063150038,-590112.2175834606,-941711.5617794185,844870.3531941602,-239900.07934279845,-382841.1462880593,343462.0831390885
1593045518447.0,-3272893.0002052495,-5218370.23856575,4682973.838425253,-590111.9162176172,-941713.4658698745,844869.0846030691,-239899.84952589942,-382841.8313613959,343461.6937927197
1593045519447.0,-3272892.2739454745,-5218361.161603403,4682984.904028659,-590111.4563653951,-941713.8498806313,844868.9280676319,-239899.64378749274,-382841.5635898746,343461.9803817353
1593045520447.0,-3272887.8547538216,-5218351.973882534,4682993.486238256,-590108.7017930646,-941714.0645945201,844867.5871751133,-239898.61596221046,-382841.4214322225,343461.7389885184
1593045521447.0,-3272882.9403002844,-5218343.988477058,4683003.850026473,-590107.2375834971,-941715.2515979972,844868.2895106251,-239898.61296459803,-382841.8281738029,343462.42297487863
1593045522447.0,-3272877.7780082906,-5218339.243992299,4683014.458094337,-590106.3521438657,-941717.8181112563,844868.4865972584,-239898.78076555047,-382842.5425948562,343462.4721156228
1593045523447.0,-3272870.3709878023,-5218334.377773605,4683021.854531597,-590104.8093810278,-941718.447514273,844866.6796891675,-239898.65653800027,-382842.0550178395,343461.780987479
1593045524447.0,-3272863.337664426,-5218329.767841547,4683031.447634461,-590104.6319380938,-941718.4271615585,844867.6299656713,-239899.16926071877,-382841.47855238494,343462.58779910405
1593045525447.0,-3272856.0756693445,-5218325.174306365,4683040.550303678,-590104.6660421573,-941718.3056764265,844867.5988108555,-239899.53767123361,-382841.15962243296,343462.543490933
1593045526447.0,-3272848.765127691,-5218322.312500356,4683049.245802386,-590104.9640715977,-941719.3497768415,844867.0369296107,-239899.8798297438,-382841.4675477075,343462.2362103499
1593045527447.0,-3272843.716505343,-5218319.284755794,4683058.198626755,-590107.3105096528,-941719.1766404258,844866.7723259917,-239901.02924492265,-382841.0194906136,343462.1483746401
1593045528447.0,-3272842.914457422,-5218314.735660114,4683067.049120867,-590111.4943260306,-941717.7955792005,844866.5226011204,-239902.39851603506,-382840.26501461555,343462.09618106775
1593045529447.0,-3272842.717116579,-5218309.470872778,4683072.7906459095,-590113.4415547231,-941716.7616051047,844864.1557647837,-239902.15597066717,-382840.05101750535,343461.1981420342
1593045530447.0,-3272845.4319203813,-5218304.622647145,4683077.9892108515,-590115.7977587129,-941717.0103977958,844862.7712568917,-239902.15173120523,-382840.5420007491,343461.1268215488
1593045531447.0,-3272849.6502385684,-5218298.587006518,4683082.290815947,-590116.6601283707,-941716.5343978952,844862.0962640017,-239901.30971487993,-382840.538128871,343461.4833715443
1593045532447.0,-3272851.8015740514,-5218294.196330965,4683086.427064619,-590115.1542696911,-941717.4384111429,844862.2251744461,-239899.913800236,-382841.0628915121,343462.0696223144
1593045533447.0,-3272851.4394606315,-5218290.270365752,4683091.925300901,-590112.1647939987,-941718.2567605933,844863.5410474674,-239898.50919355563,-382841.32371179457,343462.8821898654
1593045534447.0,-3272850.13803367,-5218285.751614232,4683098.223103903,-590110.2790627,-941718.2822380303,844864.6179793833,-239898.2658670678,-382841.1658592573,343463.16647986934
1593045535447.0,-3272846.266997628,-5218281.362313917,4683104.584164194,-590108.2944957302,-941718.2313648225,844865.1114155718,-239898.221714014,-382841.017194876,343463.08857050363
1593045536447.0,-3272841.648716619,-5218275.867659997,4683110.88556747,-590107.4351476138,-941717.2761390876,844865.3851609493,-239898.7202170484,-382840.54035993613,343463.00907656114
1593045537447.0,-3272838.066756812,-5218271.148244691,4683119.232271264,-590108.0345566093,-941717.3339948318,844866.8899052411,-239899.55738440275,-382840.6921542748,343463.4697819494
1593045538447.0,-3272833.5705227023,-5218266.196945829,4683127.12017501,-590107.7572870166,-941717.1291726131,844867.0718884537,-239899.61116277263,-382840.6375236533,343463.1467697158
1593045539447.0,-3272829.0783868595,-5218260.293020697,4683136.32779984,-590107.6481555505,-941716.5155943711,844867.8842284386,-239899.69756876616,-382840.4784928391,343463.21910953656
1593045540447.0,-3272824.1725742617,-5218253.944370621,4683145.60538426,-590107.3333140807,-941716.2920285764,844867.9361900891,-239899.6497834634,-382840.6416126343,343462.881829124
1593045541447.0,-3272820.111037114,-5218249.21615318,4683155.144850172,-590107.8465772294,-941717.2741651301,844867.9482700767,-239899.97241562934,-382841.1742591339,343462.671718685
1593045542447.0,-3272814.2023952315,-5218242.813315025,4683163.980851237,-590106.902472202,-941716.462516157,844867.6422335048,-239899.57166403352,-382840.69366833335,343462.5026996391
1593045543447.0,-3272809.323309783,-5218237.53671343,4683173.523144318,-590107.2440689333,-941716.9961475595,844867.8786758668,-239899.89047658147,-382841.0259051984,343462.6058885324
1593045544447.0,-3272804.692433032,-5218232.3842402,4683182.98655151,-590107.6377205463,-941717.4452499242,844867.6604403346,-239900.07734410657,-382841.1909917883,343462.4048991776
1593045545447.0,-3272800.166199356,-5218228.322987937,4683191.636356852,-590107.7649121182,-941718.4507294681,844866.6716868051,-239900.0378347956,-382841.5123767355,343461.92031332594
1593045546447.0,-3272793.9296775237,-5218225.784316316,4683196.624197442,-590106.2501962343,-941720.3910200507,844863.7629456285,-239899.2561566372,-382842.1775845501,343460.92793797696
1593045547447.0,-3272789.6679191506,-5218228.317754971,4683203.441124114,-590106.5082059061,-941724.4825902854,844863.7662059567,-239899.45293831776,-382843.3246073488,343461.5850868024
1593045548447.0,-3272781.601824511,-5218230.0868620705,4683205.493231934,-590104.0880153253,-941725.5975901263,844860.5719476268,-239898.4934302975,-382842.718552018,343460.6252570765
1593045549447.0,-3272772.8504424375,-5218234.172390615,4683204.937777396,-590103.0347220148,-941727.3366989003,844857.9299891088,-239898.66904758036,-382842.6470067808,343460.4739790776
1593045550447.0,-3272766.1941172234,-5218239.802961354,4683205.330944017,-590104.1239459477,-941728.598469771,844857.8499038958,-239899.60733866759,-382842.32893406425,343461.4542469827
1593045551447.0,-3272757.015458451,-5218245.308257984,4683203.415682388,-590103.042365169,-941728.7120204081,844856.6719307897,-239899.24493519688,-382841.67756010365,343461.5404383176
1593045552447.0,-3272747.6650553565,-5218253.159896462,4683203.312938631,-590102.4817108756,-941730.0835640256,844857.5635162044,-239899.2743342125,-382841.8320841891,343462.4022849036
1593045553447.0,-3272736.065087831,-5218262.069737198,4683200.464097185,-590100.919308549,-941731.0881867429,844856.3958823166,-239898.9287872811,-382841.71920227574,343462.05713902885
1593045554447.0,-3272724.607936017,-5218270.6051212195,4683198.99570097,-590100.5312798477,-941731.0061927615,844856.8393308148,-239899.24638610336,-382841.209479228,343462.51069056394
1593045555447.0,-3272712.1242521508,-5218280.210838325,4683197.722710937,-590099.9979461019,-941731.5633628352,844857.114335492,-239899.39445671637,-382841.2121205213,343462.63297460007
1593045556447.0,-3272700.7942348593,-5218287.033012318,4683196.342458229,-590100.5893433634,-941729.8871302567,844857.0472035543,-239899.8966905038,-382840.34275799984,343462.528791855
1593045557447.0,-3272686.563187273,-5218294.616305003,4683193.286488824,-590099.1215769359,-941729.9641469802,844856.1170447902,-239899.37507875977,-382840.68013305473,343462.20544828544
1593045558447.0,-3272674.573233423,-5218303.485155019,4683191.586396217,-590099.9999011729,-941730.8389025175,844856.6142477188,-239900.0298767233,-382841.1311457013,343462.59433198173
1593045559447.0,-3272663.489479698,-5218310.681261014,4683190.148441126,-590100.9731443962,-941730.1812048173,844856.9928701422,-239900.37353743732,-382840.7757910922,343462.729217367
1593045560447.0,-3272654.0599299097,-5218319.168534379,4683190.283944476,-590102.2546552697,-941730.7155594642,844857.9095637928,-239900.60554145713,-382841.06136513513,343462.9265876043
1593045561447.0,-3272644.5228305603,-5218327.353871058,4683189.8442986915,-590102.5330731346,-941730.6464015802,844857.7317242495,-239900.2959412308,-382840.93612536264,343462.56121411716
1593045562447.0,-3272634.4821929447,-5218334.925371636,4683188.596778012,-590102.4831827984,-941730.1022180766,844857.1515747281,-239900.08940773836,-382840.672512623,343462.24137485574
1593045563447.0,-3272625.180564028,-5218341.377503364,4683186.702923856,-590103.2316158363,-941728.9427587267,844856.6225795818,-239900.385629203,-382840.26507780957,343462.1372763438
1593045564447.0,-3272616.7042463217,-5218346.190697985,4683186.675968822,-590104.2873330875,-941727.1914281463,844857.8826159108,-239900.70877953357,-382839.78685691993,343462.83034400514
1593045565447.0,-3272610.8027041918,-5218351.071785846,4683189.07049472,-590106.3360735126,-941726.1516712521,844860.2574855327,-239901.2409312936,-382839.7216523098,343463.65596639225
1593045566447.0,-3272603.440687938,-5218350.955180993,4683192.152198205,-590106.2799816935,-941722.4646885515,844861.6577849721,-239900.71176159315,-382838.65618433227,343463.6691353087
1593045567447.0,-3272598.971314355,-5218350.121917075,4683196.303415201,-590108.3487199723,-941720.624214963,844862.7359947659,-239901.3487212851,-382838.87916982954,343463.53049282794
1593045568447.0,-3272595.2035074756,-5218347.209245736,4683200.504984301,-590110.1849054127,-941718.8908378545,844862.6057760259,-239901.71082269851,-382839.0854157171,343462.85873516113
1593045569447.0,-3272596.4314019294,-5218345.330607103,4683204.052510024,-590114.0749048614,-941719.2873050496,844861.5585543206,-239902.64845428296,-382840.07631163875,343462.0726780848
1593045570447.0,-3272597.852131371,-5218341.708360487,4683205.034919176,-590115.2357350485,-941718.8051826188,844859.3089029168,-239901.9153213388,-382840.3005957879,343461.2210729592
1593045571447.0,-3272600.577512863,-5218340.015233568,4683206.298667116,-590115.8209278439,-941720.1204679548,844858.9209918021,-239901.18934536973,-382841.15048237226,343461.6360468141
1593045572447.0,-3272605.4119647937,-5218338.523799716,4683207.7659230735,-590116.9080581196,-941720.6331458581,844859.2476788547,-239900.93783717154,-382841.1920438096,343462.1862059224
1593045573447.0,-3272609.1289634295,-5218335.836866016,4683207.675038048,-590116.5101015255,-941719.7135038117,844858.6070478505,-239900.2365039738,-382840.5698167666,343462.1242261106
1593045574447.0,-3272614.425875214,-5218332.066639674,4683208.055772843,-590117.6297196071,-941718.3224229831,844859.0652052823,-239900.57081408813,-382840.01839621755,343462.63172190904
1593045575447.0,-3272621.4747447222,-5218327.408693838,4683209.188003675,-590119.2572819972,-941717.1568023108,844859.7692457652,-239900.93515883255,-382839.840216888,343462.9574397822
1593045576447.0,-3272629.0612628195,-5218322.435564729,4683210.276696394,-590120.1468342755,-941716.7205343589,844859.8638497362,-239900.8050334369,-382840.09650173195,343462.820201718
1593045577447.0,-3272636.595631592,-5218316.800949143,4683210.513350243,-590120.2364373094,-941716.47139387,844859.0854812167,-239900.40028306984,-382840.3689861055,343462.3513490426
1593045578447.0,-3272643.718457187,-5218311.441354641,4683210.224878442,-590119.9624412024,-941717.0728999093,844857.9296078379,-239900.09440844847,-382840.9427602459,343461.8472107443
1593045579447.0,-3272650.1941156266,-5218307.482659826,4683209.745609097,-590119.3419002987,-941718.6624792354,844856.9110824743,-239899.82235315128,-382841.6812585426,343461.5488583932
1593045580447.0,-3272656.74967305,-5218307.066730586,4683208.1023663245,-590118.8040672406,-941721.7686078795,844855.8834215486,-239899.63977551146,-382842.6503494637,343461.43485592457
1593045581447.0,-3272661.6526282905,-5218307.0567067005,4683205.73588872,-590116.9837921207,-941723.0127298761,844855.2965954085,-239898.91267364498,-382842.3334380686,343461.6212068276
1593045582447.0,-3272663.2379357456,-5218306.701599506,4683201.741314072,-590114.2899217581,-941722.9662392389,844854.4302720015,-239898.28423159217,-382841.6477952514,343461.685073514
1593045583447.0,-3272666.2053641686,-5218307.213160957,4683200.508944398,-590114.4783226693,-941723.072942367,844856.3462972252,-239899.15373735945,-382841.2995381458,343462.91656913544
1593045584447.0,-3272668.7804853944,-5218306.519594506,4683199.308896878,-590114.794898338,-941721.8181084527,844857.4151486343,-239899.68554045973,-382840.4878219176,343463.2399166798
1593045585447.0,-3272673.644657974,-5218304.209297926,4683198.056788921,-590116.6890849662,-941719.8764611657,844858.065804095,-239900.58032555404,-382839.75929553766,343463.30611194985
1593045586447.0,-3272682.7791926274,-5218300.42330895,4683199.653249464,-590120.3550988201,-941717.7348954062,844860.1995359198,-239901.71879036052,-382839.22826242785,343463.92749201163
1593045587447.0,-3272691.145102011,-5218293.39109448,4683199.514910682,-590121.3939637096,-941714.8828438926,844859.7447718481,-239901.27753871825,-382838.7232247129,343463.18066194694
1593045588447.0,-3272700.4311729455,-5218284.99237722,4683199.95275479,-590122.6311192691,-941713.2398843386,844859.6621310145,-239901.25103559616,-382839.02150592394,343462.91702762496
1593045589447.0,-3272713.1253735707,-5218275.915687162,4683201.27501913,-590125.0775246898,-941712.5339935338,844859.9110494438,-239901.65512966586,-382839.5912718652,343462.851641917
1593045590447.0,-3272726.6282020328,-5218268.5020872755,4683202.701132657,-590126.157480856,-941713.671173013,844859.9480697,-239901.22973970135,-382840.6320026948,343462.69914116175
1593045591447.0,-3272738.2907131976,-5218259.218455768,4683203.049402192,-590124.7645392582,-941713.2895738541,844859.0944382965,-239899.9467825072,-382840.6233332138,343462.23678029416
1593045592447.0,-3272751.4414534867,-5218250.865396506,4683204.362720536,-590124.7848056124,-941714.0374937125,844859.2944418396,-239899.82527373976,-382841.1302804697,343462.3960078709
1593045593447.0,-3272762.107842168,-5218241.537035733,4683204.811861952,-590122.8946347605,-941714.0984697184,844858.7467878808,-239898.96955327762,-382841.19854492776,343462.1585636864
1593045594447.0,-3272771.3393296166,-5218234.970629441,4683206.247507382,-590121.2342806775,-941715.9972370556,844859.1316615897,-239898.6769435627,-382841.95026883396,343462.39637996315
1593045595447.0,-3272779.104428323,-5218230.758136143,4683208.129593932,-590119.4041164705,-941718.3335596165,844859.3721597955,-239898.40893182904,-382842.4854666844,343462.3943414714
1593045596447.0,-3272784.9790833862,-5218228.001293251,4683209.005093955,-590117.2949997972,-941720.1861455728,844858.6691490675,-239898.1259634796,-382842.55859831686,343461.9900513043
1593045597447.0,-3272789.621734941,-5218226.1953847585,4683209.768032918,-590116.1346134732,-941721.1879919628,844858.4108649928,-239898.46324364503,-382842.1869633676,343462.01168546744
1593045598447.0,-3272792.7332238997,-5218224.052952196,4683208.803658253,-590115.542982474,-941720.766015643,844857.3265451475,-239899.03618636102,-382841.31318081164,343461.7644520409
1593045599447.0,-3272796.8702791007,-5218223.213859939,4683206.371274452,-590116.7609124008,-941721.4632111201,844855.8848006139,-239900.17784114013,-382841.3413206951,343461.5149434299
1593045600447.0,-3272801.93990269,-5218223.5875449795,4683200.334740043,-590117.8364999888,-941722.7195232529,844852.6087552494,-239900.63708353313,-382841.61800572084,343460.58601163235
1593045601447.0,-3272807.927646038,-5218226.611783823,4683193.231510059,-590118.4712290268,-941725.1713453047,844850.6879954785,-239900.58071792766,-382842.275362503,343460.6817417982
1593045602447.0,-3272811.984261667,-5218231.357975552,4683184.039060011,-590117.3193619265,-941727.1794092007,844848.8293411972,-239899.81891379767,-382842.4067873016,343460.7980778575
1593045603447.0,-3272817.9796354687,-5218237.501708901,4683172.790077364,-590118.1644940967,-941728.6618706454,844847.0091920821,-239900.23697607793,-382842.24130045326,343460.9074800809
1593045604447.0,-3272825.0623203814,-5218243.927440635,4683160.477312043,-590119.2642550657,-941729.0876895257,844845.8624478534,-239900.5339116843,-382841.70159978303,343461.2553891203
1593045605447.0,-3272832.8258154425,-5218250.95786911,4683147.0700180475,-590120.1253449692,-941729.3818829316,844845.0178736248,-239900.58189673407,-382841.3663796015,343461.5778052458
1593045606447.0,-3272840.528027593,-5218257.195960436,4683134.011857071,-590120.2509658737,-941728.8454124925,844845.1585348607,-239900.29177284671,-382840.874476739,343462.1314945301
1593045607447.0,-3272849.7737730765,-5218263.575365367,4683122.153427604,-590121.0291195882,-941728.7561188828,844846.1357313193,-239900.3585231535,-382840.8332314911,343462.7302441158
1593045608447.0,-3272854.982062611,-5218268.6993290335,4683109.945076529,-590118.619556387,-941727.8991181334,844846.4348431954,-239899.15997367635,-382840.51373120944,343462.77157360397
1593045609447.0,-3272861.993270844,-5218274.973362302,4683100.020865562,-590118.6965612769,-941728.3240442779,844848.0523289314,-239899.52659653427,-382840.8733411136,343463.29007411085
1593045610447.0,-3272866.5920947734,-5218279.750188563,4683090.170702919,-590117.2901557657,-941727.5391361502,844848.7080713285,-239899.149755221,-382840.569136467,343463.1651779944
1593045611447.0,-3272872.1652961085,-5218286.215521583,4683081.058790738,-590117.4990157452,-941728.329692268,844849.199020577,-239899.61694756616,-382841.02300922055,343463.007184749
1593045612447.0,-3272877.966410282,-5218292.148537018,4683071.398084399,-590117.8965473815,-941728.3741186617,844848.7976305527,-239899.92890164835,-382840.9564432332,343462.5605537095
1593045613447.0,-3272883.1417882554,-5218298.073691636,4683059.523516875,-590117.9095878338,-941728.4676345239,844847.0696081906,-239899.98401972998,-382840.96374773205,343461.8270682074
1593045614447.0,-3272891.202269629,-5218305.591726484,4683048.157933739,-590119.8631593442,-941729.4603516136,844846.6653145346,-239900.76517427378,-382841.3025997028,343461.97593501286
1593045615447.0,-3272899.6156268395,-5218312.244010875,4683035.309173772,-590120.8871397686,-941729.0738696515,844845.6414051664,-239900.76598974373,-382840.8830991203,343461.81981600815
1593045616447.0,-3272909.5275400104,-5218317.3272265,4683022.38563856,-590122.345174244,-941727.7471258345,844845.4087767539,-239900.96418383837,-382840.2980180902,343462.0975704305
1593045617447.0,-3272921.763888032,-5218322.439802547,4683008.520105021,-590124.3424746173,-941727.2006057163,844844.8650901462,-239901.26298414037,-382840.3189096655,343462.13654760394
1593045618447.0,-3272934.0303011863,-5218325.735666621,4682995.035482093,-590124.9420507558,-941725.7855170141,844844.9218610763,-239900.8334802225,-382839.9765973757,343462.37607901084
1593045619447.0,-3272945.905091453,-5218328.564989415,4682981.385787394,-590124.6150921282,-941725.219536432,844845.0028510819,-239900.2140993666,-382840.2250193276,343462.52230290306
1593045620447.0,-3272956.7946845004,-5218331.748326213,4682968.389845325,-590123.9005335215,-941725.2555690616,844845.6563958375,-239899.8130548362,-382840.565495957,343462.8532535332
1593045621447.0,-3272969.7811308354,-5218334.016447196,4682958.388581441,-590124.9243231245,-941724.4000067797,844847.9908733243,-239900.27138810413,-382840.31236261415,343463.67818568106
1593045622447.0,-3272984.1834800085,-5218334.405516351,4682951.759268945,-590126.0754873435,-941722.5420728837,844851.3192167325,-239900.46848927494,-382839.74539445323,343464.5064828076
1593045623447.0,-3272998.4017155245,-5218331.216963718,4682945.8274177285,-590126.1461654361,-941719.3232118952,844853.3604656466,-239900.07113547364,-382838.92327681754,343464.48038734414
1593045624447.0,-3273010.9121631403,-5218324.092980513,4682941.568049837,-590124.7146459912,-941715.5070946584,844855.5749376114,-239899.2367347622,-382838.3042903698,343464.6408938622
1593045625447.0,-3273022.4587679785,-5218314.670019828,4682941.929487335,-590123.1561535791,-941712.7447422661,844859.777305534,-239898.71269923335,-382838.4577947986,343465.5861519035
1593045626447.0,-3273031.3622898012,-5218302.834323609,4682947.144593801,-590120.4587827526,-941710.5548631656,844864.6392566641,-239897.93682662369,-382838.8260625559,343466.3126140005
1593045627447.0,-3273039.1265468793,-5218290.887294555,4682955.57089722,-590118.55387419,-941709.9996731926,844868.1819653172,-239897.85314193708,-382839.683404911,343466.0654639816
1593045628447.0,-3273046.5674069533,-5218278.45928101,4682966.701180209,-590118.2782003393,-941709.3196020578,844870.5020234303,-239898.6222197051,-382839.932505818,343465.3126436339
1593045629447.0,-3273054.240980605,-5218263.362897142,4682978.75320177,-590119.0815176035,-941707.1388904362,844871.510261322,-239899.57826840697,-382839.39563073596,343464.3867169952
1593045630447.0,-3273061.990611573,-5218247.249514267,4682991.796436504,-590119.774809951,-941705.6147186797,844872.3412255404,-239900.04150930364,-382839.3861791543,343463.88167373877
1593045631447.0,-3273069.9419261413,-5218230.0328291245,4683005.827070033,-590120.2803858782,-941704.4015494108,844873.15915458,-239900.20199802244,-382839.51411185483,343463.63083746826
1593045632447.0,-3273078.3966086493,-5218211.211909402,4683020.407937358,-590120.7512035401,-941703.0846618582,844873.6961606757,-239900.2459232542,-382839.5736025955,343463.3786796898
1593045633447.0,-3273086.390469128,-5218192.36095928,4683036.220568053,-590120.5502432205,-941702.742194928,844874.5997521621,-239899.9894476084,-382840.0151207819,343463.3881326735
1593045634447.0,-3273095.197895131,-5218171.8551399335,4683052.089889515,-590120.9673697063,-941701.689089286,844874.8910504503,-239900.1042010276,-382839.9689588877,343463.13867575594
1593045635447.0,-3273103.574493642,-5218151.30681577,4683068.992763347,-590120.8713329361,-941701.4521174727,844875.5401461618,-239899.9727441416,-382840.30320642894,343463.1346031491
1593045636447.0,-3273112.382871124,-5218131.142705476,4683086.265974135,-590120.9541990623,-941701.8995888606,844875.7614269995,-239899.93968013953,-382840.78823397163,343462.89634985244
1593045637447.0,-3273120.970531465,-5218111.041541325,4683103.185735496,-590120.8371556521,-941702.2592896413,844875.4577722591,-239899.8518565208,-382841.00589921226,343462.55048855586
1593045638447.0,-3273129.092066822,-5218090.712726601,4683119.270941263,-590120.5181149307,-941702.3375952451,844874.6490709682,-239899.7466108571,-382841.01432875777,343462.1617207037
1593045639447.0,-3273137.7630377705,-5218072.246680643,4683135.918023379,-590120.7794597403,-941703.7695052824,844874.513781728,-239899.9298235756,-382841.59387650434,343462.19117443054
1593045640447.0,-3273145.638243176,-5218053.269805955,4683151.152619041,-590120.4436987757,-941703.7659152695,844873.5986596278,-239899.8031999835,-382841.24373621726,343461.92427239823
1593045641447.0,-3273154.972926656,-5218034.554360367,4683166.754047578,-590121.2258431818,-941703.6868558887,844873.6850172691,-239900.16422834707,-382840.9921477354,343462.2434701051
1593045642447.0,-3273164.0705050398,-5218014.682847725,4683182.274529351,-590121.3335102837,-941702.8131723711,844873.9588375282,-239900.05233949967,-382840.5529725386,343462.53442536364
1593045643447.0,-3273171.537653124,-5217995.971293257,4683198.606874033,-590120.1237678209,-941703.057315422,844874.74471842,-239899.44096451547,-382840.74496928183,343462.89869341854
1593045644447.0,-3273180.0990536576,-5217975.904225549,4683216.65573863,-590120.4627161272,-941702.1953717824,844876.2006706882,-239899.78716715283,-382840.3834125691,343463.3317813511
1593045645447.0,-3273188.0998691767,-5217954.609116283,4683233.205503809,-590120.3707588101,-941700.9547839898,844875.7525672221,-239899.81439022778,-382840.0455763248,343462.79573593027
1593045646447.0,-3273196.423042816,-5217931.961283287,4683250.984881689,-590120.6021384822,-941699.6968184363,844876.3921234908,-239899.96409355095,-382839.90619837685,343462.9785139391
1593045647447.0,-3273203.7807914633,-5217910.16171409,4683267.721746676,-590120.129501873,-941699.9957390532,844875.856157395,-239899.77934190494,-382840.49594616075,343462.5743901515
1593045648447.0,-3273212.787077539,-5217888.448589702,4683285.927467673,-590120.9896862169,-941700.2663650657,844876.5190210582,-239900.20133076055,-382840.7711730819,343462.8328980387
1593045649447.0,-3273221.733288653,-5217865.380984658,4683304.360573728,-590121.2395005509,-941699.6458815781,844876.8286664457,-239900.14661341062,-382840.59170760436,343462.78979576123
1593045650447.0,-3273230.691454362,-5217842.839290293,4683322.059322379,-590121.3550365011,-941699.8021591047,844876.3844791176,-239900.0814320394,-382840.81702879624,343462.46250348224
1593045651447.0,-3273239.6869921316,-5217821.561984586,4683340.431742925,-590121.3462196183,-941700.7561863735,844876.6287304715,-239899.98521858384,-382841.2432595922,343462.5773275782
1593045652447.0,-3273249.0465930267,-5217799.827865094,4683359.604775972,-590121.4979777831,-941700.865746823,844877.1141991836,-239899.98278857613,-382841.1221272793,343462.68690219935
1593045653447.0,-3273257.8434796026,-5217777.661213405,4683376.703812217,-590121.1864761699,-941700.5974158214,844875.91058722,-239899.80512012896,-382840.9176262953,343462.0770727896
1593045654447.0,-3273267.5529591492,-5217756.111585834,4683395.158212375,-590121.5589340407,-941700.9176484786,844876.3332741559,-239899.96069772204,-382841.05981723906,343462.42898893275
1593045655447.0,-3273274.923827734,-5217735.3041037,4683411.698378614,-590120.2393261937,-941701.5341752018,844875.3067376644,-239899.39635744947,-382841.24086807703,343462.0435033754
1593045656447.0,-3273283.1604132294,-5217714.400939091,4683428.800652567,-590120.3517323553,-941701.6562744738,844875.304313096,-239899.70340291277,-382841.1205427251,343462.2663101921
1593045657447.0,-3273292.2674550805,-5217693.613018363,4683446.782435748,-590120.948134012,-941701.7739731513,844875.881906369,-239900.02043012026,-382841.0676597422,343462.5865238847
1593045658447.0,-3273300.194295721,-5217672.744243177,4683462.939048535,-590120.4332565409,-941701.8150422192,844874.9015949699,-239899.74472064254,-382841.0301893169,343462.1290804736
1593045659447.0,-3273307.8267103042,-5217652.166482138,4683478.81015821,-590120.0446245662,-941702.0127029713,844874.3332513061,-239899.66829934416,-382841.0686046494,343462.08034531656
1593045660447.0,-3273315.175324903,-5217632.654397825,4683496.023826782,-590119.7839396409,-941702.7563890726,844875.0580596137,-239899.6993422715,-382841.2903678524,343462.56935384107
1593045661447.0,-3273322.985223542,-5217612.802985774,4683511.679980632,-590120.0107976412,-941702.7770369246,844874.3500334795,-239899.90466829375,-382841.10609004425,343462.2413307499
1593045662447.0,-3273331.1248280304,-5217593.89781673,4683527.895690318,-590120.2649560019,-941703.370546088,844874.3983781394,-239899.993158206,-382841.2379442844,343462.37259558577
1593045663447.0,-3273339.3984662415,-5217575.111473925,4683544.707031525,-590120.4217214623,-941703.5489319485,844874.8446790386,-239899.99016854799,-382841.1066959844,343462.5946097587
1593045664447.0,-3273347.0376597494,-5217555.5283750575,4683560.5276081,-590120.0745133264,-941702.9139535397,844874.4770205808,-239899.79713047677,-382840.69057952974,343462.4165272171
1593045665447.0,-3273355.015754144,-5217535.21583729,4683576.7780196415,-590120.1779095068,-941702.3883800249,844874.579935398,-239899.88711032298,-382840.5982454502,343462.50219996966
1593045666447.0,-3273363.3629219285,-5217515.717487574,4683593.128643507,-590120.4282932011,-941702.7458796642,844874.6216108194,-239899.97744276008,-382840.90139677614,343462.49927039264
1593045667447.0,-3273369.7235438833,-5217495.741924903,4683608.977470674,-590119.3130353349,-941702.628900754,844874.4355731017,-239899.51263551498,-382840.8658016569,343462.4448326889
1593045668447.0,-3273377.84448008,-5217477.451119124,4683626.539169902,-590119.9893775233,-941703.6136975882,844875.3411308352,-239899.97947396387,-382841.25568060833,343462.8040134016
1593045669447.0,-3273386.090609127,-5217458.064191314,4683642.320907819,-590120.442946645,-941703.11480826,844874.5647470274,-239900.1332889911,-382840.8206347789,343462.331370186
1593045670447.0,-3273394.3524370235,-5217437.979369853,4683658.521364672,-590120.6056514394,-941702.284286545,844874.6836456698,-239900.0837374135,-382840.44819453015,343462.5045508743
1593045671447.0,-3273402.841200537,-5217417.505664992,4683674.844819766,-590120.7217075062,-941701.861713687,844874.9521903577,-239900.02047924127,-382840.4787197887,343462.6743109167
1593045672447.0,-3273410.4647885943,-5217397.874375086,4683691.497542347,-590120.2373746657,-941702.3469395854,844875.1658122786,-239899.77117139896,-382840.86610860075,343462.6971441951
1593045673447.0,-3273419.2606418356,-5217377.627791781,4683708.176226333,-590120.7342470387,-941702.1820610291,844875.1649382934,-239900.01866790466,-382840.8001528274,343462.60014396755
1593045674447.0,-3273427.4685951704,-5217357.3435718985,4683725.948838518,-590120.5779182981,-941702.1232561113,844875.8554397327,-239899.8884201784,-382840.8182106573,343462.81840831024
1593045675447.0,-3273436.122706834,-5217336.589045236,4683742.729216787,-590120.7543476699,-941701.7915368087,844875.4007372754,-239899.94471456402,-382840.7176821639,343462.4629721354
1593045676447.0,-3273444.338181731,-5217316.575235516,4683759.373630054,-590120.5691442863,-941702.229643927,844875.0925981044,-239899.84031572993,-382840.9905534279,343462.34666717955
