WlsPositionXEcefMeters	WlsPositionYEcefMeters	WlsPositionZEcefMeters
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677117.198	-4322225.743	3838401.933
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677109.635	-4322218.84	3838416.02
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677102.246	-4322213.852	3838429.271
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677092.749	-4322207.623	3838440.926
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677082.946	-4322201.2	3838451.816
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677073.119	-4322196.285	3838462.545
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677064.364	-4322194.114	3838473.347
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677054.376	-4322190.587	3838483.702
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677043.74	-4322186.602	3838495.003
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677032.064	-4322184.067	3838507.59
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677020.118	-4322180.439	3838520.858
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2677007.608	-4322175.067	3838533.763
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676995.797	-4322171.471	3838545.16
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676985.245	-4322166.097	3838555.964
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676974.841	-4322162.037	3838568.889
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676964.088	-4322155.39	3838581.222
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676954.865	-4322149.196	3838594.874
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676947.195	-4322141.756	3838607.344
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
-2676938.474	-4322133.683	3838620.294
