utcTimeMillis,ax,ay,az,gx,gy,gz
1593045482447,-2692784.738101008,-4297242.230550727,3855235.067665306,-2692779.873775246,-4297235.481954579,3855229.6567499307
1593045483447,-2692784.733021782,-4297241.945219584,3855235.181468808,-2692779.889247199,-4297235.473295083,3855229.6480023954
1593045484447,-2692784.583391915,-4297241.876028556,3855235.516627393,-2692779.8797040954,-4297235.485603271,3855229.6648613913
1593045485447,-2692784.4062696598,-4297241.981997483,3855235.666363022,-2692779.870377763,-4297235.486620772,3855229.6857211348
1593045486447,-2692784.0270260572,-4297242.0610068245,3855235.5390022784,-2692779.880204554,-4297235.446022188,3855229.688284908
1593045487447,-2692784.6893655476,-4297241.642305853,3855235.735078135,-2692779.878659821,-4297235.472383122,3855229.6294769244
1593045488447,-2692784.624811881,-4297241.60166234,3855235.8594094114,-2692779.8813264347,-4297235.479658369,3855229.6536956937
1593045489447,-2692784.8015415953,-4297241.635326295,3855235.534865925,-2692779.889712725,-4297235.478710289,3855229.6517888503
1593045490447,-2692784.768687415,-4297241.8808769975,3855235.241516027,-2692779.890183669,-4297235.476620201,3855229.648213267
1593045491447,-2692784.962107186,-4297242.284392697,3855234.6615565377,-2692779.8857493675,-4297235.475893041,3855229.653916565
1593045492447,-2692785.1475708173,-4297242.520956796,3855234.189285867,-2692779.8860181496,-4297235.480016489,3855229.65237313
1593045493447,-2692785.1482674447,-4297242.796000926,3855233.837012927,-2692779.8880575527,-4297235.478481445,3855229.6549578337
1593045494447,-2692785.126684305,-4297242.750508635,3855233.9734314936,-2692779.8774924735,-4297235.484772873,3855229.656138689
1593045495447,-2692785.1418051263,-4297243.051322877,3855233.5915527097,-2692779.894720956,-4297235.479253884,3855229.658148234
1593045496447,-2692785.1904352633,-4297243.453080555,3855232.955508877,-2692779.8789762305,-4297235.47242348,3855229.665622212
1593045497447,-2692784.949669879,-4297242.555814301,3855234.2598615563,-2692779.881721618,-4297235.478474944,3855229.6627964824
1593045498447,-2692784.7140712766,-4297242.143422872,3855235.0383667606,-2692779.8805957627,-4297235.47727558,3855229.668824314
1593045499447,-2692784.2549233865,-4297242.141330553,3855235.4446367505,-2692779.85978246,-4297235.450166866,3855229.7075288882
1593045500447,-2692783.462404276,-4297242.366015457,3855235.8342250576,-2692779.797544313,-4297235.358787084,3855229.83595789
1593045501447,-2692782.6175437067,-4297242.846066963,3855236.06884972,-2692779.727397784,-4297235.277191738,3855229.9359288025
1593045502447,-2692782.5409685425,-4297242.835050374,3855236.102120163,-2692779.7005706,-4297235.247548575,3855229.9684155863
1593045503447,-2692782.7944755238,-4297242.233352748,3855236.720460589,-2692779.743844353,-4297235.307309266,3855229.9031848735
1593045504447,-2692784.491472797,-4297241.301283347,3855236.258905419,-2692779.8692200454,-4297235.455183932,3855229.700997617
1593045505447,-2692784.6403546114,-4297241.0119595295,3855236.4756258065,-2692779.894037859,-4297235.503173656,3855229.6425998453
1593045506447,-2692784.4386651404,-4297241.285082453,3855236.327184838,-2692779.889214198,-4297235.481718602,3855229.64386396
1593045507447,-2692784.3311122656,-4297241.397517337,3855236.192160364,-2692779.885503737,-4297235.472298772,3855229.664961854
1593045508447,-2692784.4082681355,-4297241.458943521,3855236.138609154,-2692779.878786218,-4297235.470886902,3855229.6596853887
1593045509447,-2692784.5192938563,-4297241.577388531,3855235.87679637,-2692779.885168352,-4297235.476531027,3855229.652762861
1593045510447,-2692784.471081703,-4297241.916331459,3855235.6178395194,-2692779.883094351,-4297235.483298221,3855229.6803837926
1593045511447,-2692784.587351048,-4297242.179504029,3855234.931430608,-2692779.8835798195,-4297235.466795,3855229.64219007
1593045512447,-2692784.5909668435,-4297242.090468154,3855235.365294279,-2692779.8708764673,-4297235.46450288,3855229.6659066644
1593045513447,-2692784.624363802,-4297241.880469303,3855235.43641824,-2692779.893026599,-4297235.480858394,3855229.6627272395
1593045514447,-2692784.7717106063,-4297241.900542059,3855235.2764745145,-2692779.879565591,-4297235.483109118,3855229.6574702067
1593045515447,-2692784.659404473,-4297242.131354788,3855235.083116419,-2692779.8868890866,-4297235.476240676,3855229.6629075645
1593045516447,-2692785.0325419465,-4297242.238098808,3855234.723304197,-2692779.8838171875,-4297235.479468576,3855229.6430983273
1593045517447,-2692784.9388216725,-4297242.62010938,3855234.1855892465,-2692779.885771477,-4297235.471254872,3855229.653687476
1593045518447,-2692784.821195481,-4297242.740300448,3855234.13181447,-2692779.8676541448,-4297235.456938651,3855229.66680656
1593045519447,-2692784.605474317,-4297242.790348067,3855234.4237744357,-2692779.871753071,-4297235.460006057,3855229.688556956
1593045520447,-2692783.9104536762,-4297242.8887735475,3855234.812316058,-2692779.8436389943,-4297235.425200962,3855229.7247284274
1593045521447,-2692783.322610638,-4297243.563459348,3855234.9049653746,-2692779.7972355476,-4297235.398978268,3855229.7737556323
1593045522447,-2692783.3392654085,-4297243.511805262,3855234.8994571194,-2692779.8178444062,-4297235.406873339,3855229.7950837794
1593045523447,-2692783.2492427914,-4297242.982744997,3855235.1564574433,-2692779.8316454776,-4297235.403799214,3855229.7734883474
1593045524447,-2692784.1309603504,-4297242.08832563,3855235.684338593,-2692779.8570780116,-4297235.456757574,3855229.7047463697
1593045525447,-2692784.39066715,-4297242.061610463,3855235.3719160412,-2692779.8833450396,-4297235.471149091,3855229.682562031
1593045526447,-2692784.5152487094,-4297242.699637047,3855234.5059268596,-2692779.8855091175,-4297235.480127786,3855229.6840500482
1593045527447,-2692786.0426236037,-4297242.28226843,3855233.8136321804,-2692779.9269568236,-4297235.540724229,3855229.5663900943
1593045528447,-2692787.134885253,-4297241.33370917,3855233.9862347054,-2692779.9840956293,-4297235.627450646,3855229.4521790287
1593045529447,-2692787.1798396283,-4297241.335622644,3855233.9878682904,-2692779.997357103,-4297235.639070593,3855229.4253086066
1593045530447,-2692787.073152518,-4297241.711694144,3855233.3993253955,-2692780.023348325,-4297235.64719531,3855229.4246499212
1593045531447,-2692784.910149464,-4297242.369077234,3855234.58412009,-2692779.923201928,-4297235.551036571,3855229.5558718103
1593045532447,-2692784.47569278,-4297242.219005785,3855234.999025646,-2692779.8832003237,-4297235.455404499,3855229.6566787055
1593045533447,-2692782.8326274785,-4297243.27451391,3855235.4064599317,-2692779.7868470903,-4297235.351898111,3855229.8285186435
1593045534447,-2692782.716984464,-4297243.448500921,3855235.4547567037,-2692779.7294873823,-4297235.307433313,3855229.9028079207
1593045535447,-2692783.543272004,-4297242.456243384,3855235.7680057334,-2692779.8120044377,-4297235.391530759,3855229.7959923577
1593045536447,-2692783.9411264067,-4297241.716227067,3855236.0688615185,-2692779.860038457,-4297235.438783916,3855229.721452291
1593045537447,-2692784.279108865,-4297241.644291648,3855236.187187582,-2692779.8720912808,-4297235.472281955,3855229.6656318163
1593045538447,-2692784.328730275,-4297241.5904740775,3855235.9113392555,-2692779.8917458085,-4297235.481646187,3855229.6491268966
1593045539447,-2692784.4993533427,-4297241.694015429,3855235.8306098273,-2692779.8714526924,-4297235.467927853,3855229.660067059
1593045540447,-2692784.2129265624,-4297242.406922611,3855235.216689602,-2692779.8706233343,-4297235.461245072,3855229.6931875558
1593045541447,-2692784.6931140227,-4297242.249253617,3855234.9477353417,-2692779.8791118492,-4297235.469650399,3855229.657403132
1593045542447,-2692784.6396142063,-4297241.896292081,3855235.5085056606,-2692779.878556932,-4297235.48240097,3855229.6536388122
1593045543447,-2692784.53129445,-4297242.126444099,3855235.2847141987,-2692779.8812265825,-4297235.480804269,3855229.669253791
1593045544447,-2692784.573649844,-4297242.493598515,3855234.7149586696,-2692779.8819378735,-4297235.463090705,3855229.66366146
1593045545447,-2692784.6950590205,-4297242.742918425,3855234.252714598,-2692779.874793297,-4297235.461954135,3855229.671577636
1593045546447,-2692783.1790931486,-4297243.943519158,3855234.1704613506,-2692779.8167757555,-4297235.388282682,3855229.814345294
1593045547447,-2692781.7637136504,-4297244.249618074,3855235.008822447,-2692779.726012027,-4297235.290023835,3855229.970684265
1593045548447,-2692781.207449565,-4297243.949943551,3855235.458227906,-2692779.753240205,-4297235.244198782,3855229.9970556735
1593045549447,-2692781.6569198933,-4297243.305296743,3855236.1060282285,-2692779.740505575,-4297235.273027844,3855229.950666746
1593045550447,-2692782.7712323316,-4297242.146279244,3855236.4549785927,-2692779.8183355047,-4297235.366414528,3855229.7938998966
1593045551447,-2692784.116000454,-4297241.501703367,3855236.239830703,-2692779.8768704706,-4297235.459804619,3855229.672192671
1593045552447,-2692784.3795954855,-4297241.5934829265,3855236.1191928783,-2692779.882222402,-4297235.486065827,3855229.65601114
1593045553447,-2692784.4971852447,-4297241.65728129,3855235.8300665314,-2692779.8928423,-4297235.491238558,3855229.6412005015
1593045554447,-2692784.5159949055,-4297241.835267211,3855235.5811287793,-2692779.8919783393,-4297235.487929599,3855229.643951127
1593045555447,-2692784.454661326,-4297242.284452138,3855235.071022238,-2692779.8924104525,-4297235.477572783,3855229.651015414
1593045556447,-2692784.4339680523,-4297242.449273971,3855234.941371222,-2692779.8807038497,-4297235.481679064,3855229.663018562
1593045557447,-2692784.2911394997,-4297242.398736141,3855235.336922107,-2692779.8706319933,-4297235.481686199,3855229.656152406
1593045558447,-2692784.0606823135,-4297242.043009982,3855235.1249098857,-2692779.902244908,-4297235.465668498,3855229.6611557985
1593045559447,-2692784.3821387654,-4297242.466351988,3855235.398067123,-2692779.864648153,-4297235.472057154,3855229.657790432
1593045560447,-2692784.3229550035,-4297242.489155451,3855234.950007586,-2692779.87418721,-4297235.471345943,3855229.668983004
1593045561447,-2692784.330733351,-4297242.418786398,3855234.9071554197,-2692779.884603623,-4297235.46040929,3855229.66188157
1593045562447,-2692784.858615524,-4297242.597752129,3855234.285069486,-2692779.8851669272,-4297235.465506043,3855229.639824604
1593045563447,-2692785.3773298655,-4297242.862959795,3855233.6689909766,-2692779.886978698,-4297235.489978173,3855229.622334773
1593045564447,-2692786.248718144,-4297242.495523487,3855233.254251527,-2692779.934012905,-4297235.542444101,3855229.5744151
1593045565447,-2692786.942808224,-4297241.530788962,3855233.7395514185,-2692779.980440127,-4297235.6019996265,3855229.4638173673
1593045566447,-2692787.164900281,-4297241.3285073005,3855233.7579435892,-2692780.025330107,-4297235.662757767,3855229.4475226975
1593045567447,-2692787.088493341,-4297241.183360058,3855234.0497279093,-2692780.039685828,-4297235.665850603,3855229.38361445
1593045568447,-2692787.885700848,-4297241.409033512,3855233.1942672953,-2692780.046848846,-4297235.706649689,3855229.2954683844
1593045569447,-2692787.417164094,-4297241.521903303,3855233.2580673597,-2692780.094023309,-4297235.759350503,3855229.2924096608
1593045570447,-2692786.7155922954,-4297241.841113052,3855233.522652755,-2692780.1206973586,-4297235.778186671,3855229.274167562
1593045571447,-2692785.325162797,-4297242.156071454,3855234.547353701,-2692780.0415729075,-4297235.694613069,3855229.374895386
1593045572447,-2692784.821772859,-4297242.135998853,3855235.494189692,-2692779.869513189,-4297235.599682556,3855229.5240010717
1593045573447,-2692784.1656224104,-4297241.523891223,3855235.81726401,-2692779.9173663384,-4297235.477960341,3855229.6434245463
1593045574447,-2692783.988510866,-4297240.909223036,3855237.132213343,-2692779.878389195,-4297235.476055036,3855229.6572249476
1593045575447,-2692784.0448751654,-4297240.975507022,3855236.994061478,-2692779.877576026,-4297235.464840784,3855229.664769364
1593045576447,-2692784.2278723544,-4297241.544089639,3855236.1330199544,-2692779.8857219242,-4297235.470235573,3855229.6728691263
1593045577447,-2692784.6026391964,-4297241.981683341,3855235.4036889286,-2692779.891390339,-4297235.4834018145,3855229.6544071897
1593045578447,-2692785.812032681,-4297242.05275401,3855234.1234686016,-2692779.934612836,-4297235.530907612,3855229.5730054323
1593045579447,-2692787.1025066692,-4297241.680219521,3855233.398911305,-2692780.0009156526,-4297235.617618492,3855229.440300985
1593045580447,-2692786.877833075,-4297242.0589160705,3855233.1408007597,-2692780.0242480463,-4297235.6470714575,3855229.425452982
1593045581447,-2692785.7497399757,-4297242.389158551,3855233.5616907864,-2692779.982684185,-4297235.658013181,3855229.452072874
1593045582447,-2692785.501050547,-4297243.11819578,3855232.9726451486,-2692780.0114537515,-4297235.6057311725,3855229.511876716
1593045583447,-2692784.0023675896,-4297242.988970804,3855235.048360599,-2692779.8132492723,-4297235.452535546,3855229.699684604
1593045584447,-2692782.652229305,-4297242.333287,3855236.4549143566,-2692779.714212361,-4297235.294472272,3855229.9035716252
1593045585447,-2692781.6798182856,-4297242.317549502,3855237.100309615,-2692779.7096155956,-4297235.224733557,3855230.0583400414
1593045586447,-2692782.659578391,-4297241.329273627,3855237.692357893,-2692779.7874884317,-4297235.326197184,3855229.855476081
1593045587447,-2692783.3852382116,-4297241.068735625,3855237.452306849,-2692779.847442241,-4297235.418206777,3855229.7171301665
1593045588447,-2692784.682767193,-4297240.577491377,3855236.8463582527,-2692779.902463864,-4297235.494840233,3855229.637476161
1593045589447,-2692784.808040966,-4297240.934760776,3855236.589143184,-2692779.8887075367,-4297235.4979138635,3855229.622022762
1593045590447,-2692784.7721632756,-4297241.58164049,3855235.628411856,-2692779.8993550413,-4297235.491499561,3855229.6550591993
1593045591447,-2692784.342620498,-4297242.531414194,3855234.7917353227,-2692779.887359582,-4297235.457855244,3855229.6643628846
1593045592447,-2692784.7587866113,-4297243.109450347,3855233.9185777046,-2692779.8739722995,-4297235.467867068,3855229.671998144
1593045593447,-2692784.7822438846,-4297243.316205399,3855233.540625683,-2692779.8797655907,-4297235.472240175,3855229.6773125026
1593045594447,-2692785.198957199,-4297243.027746966,3855233.543686918,-2692779.886586463,-4297235.48872726,3855229.6409089095
1593045595447,-2692785.030964582,-4297243.4328336,3855233.1794409202,-2692779.8930904814,-4297235.483957985,3855229.652341252
1593045596447,-2692785.0349076837,-4297243.822098595,3855232.667693238,-2692779.8801610633,-4297235.476371705,3855229.6624920308
1593045597447,-2692785.108360207,-4297243.191245511,3855233.456637135,-2692779.8746816353,-4297235.492443741,3855229.641236297
1593045598447,-2692785.5103086866,-4297241.319940939,3855235.2633557445,-2692779.9622739367,-4297235.5803928645,3855229.5091333156
1593045599447,-2692786.191789976,-4297239.7719978625,3855236.7664540377,-2692780.0056139375,-4297235.685876593,3855229.3633511984
1593045600447,-2692786.8023388013,-4297239.500771921,3855236.127305597,-2692780.0887551787,-4297235.703412485,3855229.302507382
1593045601447,-2692786.7267435933,-4297239.877613368,3855235.9652956803,-2692780.029757828,-4297235.659685887,3855229.4094902584
1593045602447,-2692785.2284204005,-4297240.479123416,3855236.551825098,-2692779.937123588,-4297235.557617935,3855229.556674286
1593045603447,-2692784.181846649,-4297241.152836052,3855236.7193794586,-2692779.8852765495,-4297235.483528592,3855229.660673321
1593045604447,-2692783.793263823,-4297241.579163393,3855236.4827117105,-2692779.8756978125,-4297235.451092071,3855229.67954186
1593045605447,-2692783.973792886,-4297242.355327629,3855235.728929794,-2692779.8580665207,-4297235.456692452,3855229.6866261307
1593045606447,-2692784.3088698755,-4297242.61051191,3855234.6091796714,-2692779.873436097,-4297235.446182713,3855229.6701504737
1593045607447,-2692784.9205107386,-4297242.480699869,3855234.6736870604,-2692779.8871387797,-4297235.497346133,3855229.639511559
1593045608447,-2692785.6071932847,-4297242.063144842,3855234.423583194,-2692779.907755295,-4297235.505563143,3855229.6297799344
1593045609447,-2692785.2449093196,-4297242.928625503,3855233.611406023,-2692779.8971915836,-4297235.48830698,3855229.632006287
1593045610447,-2692785.2021629973,-4297242.644463576,3855234.1998574035,-2692779.8642302034,-4297235.4890276175,3855229.6587930485
1593045611447,-2692784.7587971543,-4297241.879371003,3855235.1298702974,-2692779.896767651,-4297235.496252833,3855229.651006878
1593045612447,-2692784.2995148646,-4297241.458104635,3855236.4019826315,-2692779.874967274,-4297235.483950881,3855229.6534033692
1593045613447,-2692784.165682076,-4297241.2354084505,3855236.8290588,-2692779.8614815525,-4297235.464205238,3855229.6598431533
1593045614447,-2692783.7977180094,-4297241.863367079,3855236.2316193655,-2692779.8686067252,-4297235.458563374,3855229.706490283
1593045615447,-2692783.238671771,-4297242.254829609,3855235.9356607436,-2692779.8603619356,-4297235.425854972,3855229.7139385524
1593045616447,-2692783.2432944686,-4297242.329173268,3855235.8475666903,-2692779.839371036,-4297235.397157699,3855229.6981596816
1593045617447,-2692784.070138368,-4297242.340525398,3855235.907202496,-2692779.8202514797,-4297235.409171566,3855229.6820514193
1593045618447,-2692784.553029415,-4297241.77794044,3855235.351336766,-2692779.889036277,-4297235.5025422685,3855229.7661061375
1593045619447,-2692784.0193007453,-4297242.567343414,3855234.6971585895,-2692779.8822079967,-4297235.45011533,3855229.682256736
1593045620447,-2692784.371725282,-4297242.688287244,3855234.658594965,-2692779.874037703,-4297235.453315051,3855229.679961253
1593045621447,-2692783.5280885827,-4297243.423440566,3855234.489976206,-2692779.8420224017,-4297235.415718816,3855229.725070541
1593045622447,-2692782.3309257077,-4297244.125815738,3855235.1601719027,-2692779.787923841,-4297235.372448505,3855229.815494309
1593045623447,-2692781.3399619325,-4297244.558661283,3855235.413963049,-2692779.7538176393,-4297235.32985079,3855229.865755666
1593045624447,-2692781.3588273437,-4297244.460510509,3855235.4579473366,-2692779.7632310116,-4297235.329989843,3855229.8686913345
1593045625447,-2692780.8913348257,-4297244.412624119,3855235.991640345,-2692779.7395611526,-4297235.3187917005,3855229.8892056188
1593045626447,-2692780.663539785,-4297244.255741426,3855236.32555972,-2692779.7478743847,-4297235.3193708025,3855229.92081047
1593045627447,-2692780.863150865,-4297244.14536412,3855236.70858787,-2692779.7617513454,-4297235.356741374,3855229.867323877
1593045628447,-2692782.858068782,-4297242.134869077,3855236.249200665,-2692779.8539149244,-4297235.424476577,3855229.736274784
1593045629447,-2692784.3485315586,-4297240.997583337,3855236.517693243,-2692779.8784059966,-4297235.486916514,3855229.660278073
1593045630447,-2692784.4315553787,-4297240.767056774,3855236.932150556,-2692779.8978707567,-4297235.493024507,3855229.6450457415
1593045631447,-2692784.355078002,-4297240.945570155,3855237.007715979,-2692779.8820330915,-4297235.491830911,3855229.657350598
1593045632447,-2692784.1246845946,-4297241.362130197,3855236.3963460894,-2692779.8889138396,-4297235.474145775,3855229.6678376794
1593045633447,-2692784.0169961406,-4297241.721501987,3855236.2840859503,-2692779.872932412,-4297235.471716168,3855229.665983925
1593045634447,-2692783.969486602,-4297241.833586435,3855236.013849355,-2692779.8820299674,-4297235.466423363,3855229.669262531
1593045635447,-2692784.369359418,-4297241.93808697,3855235.834548224,-2692779.881273463,-4297235.480691038,3855229.65924765
1593045636447,-2692784.1316994866,-4297242.485368323,3855235.1152288252,-2692779.88564612,-4297235.463992103,3855229.670131665
1593045637447,-2692784.363845637,-4297242.563509503,3855234.958580452,-2692779.8717530607,-4297235.479203143,3855229.660870701
1593045638447,-2692784.652670771,-4297242.322675628,3855234.747638868,-2692779.8882882567,-4297235.47830207,3855229.6521986164
1593045639447,-2692784.798210612,-4297242.973436447,3855234.2378011355,-2692779.8815813684,-4297235.478389395,3855229.6590117295
1593045640447,-2692784.850510811,-4297242.267014249,3855234.7278815084,-2692779.887040433,-4297235.482693191,3855229.64467999
1593045641447,-2692784.7830672474,-4297241.857656717,3855235.211309792,-2692779.885502872,-4297235.486990512,3855229.6454517907
1593045642447,-2692784.3801625175,-4297241.728905889,3855235.7127810805,-2692779.8836393314,-4297235.478161565,3855229.6595708737
1593045643447,-2692783.6672330834,-4297242.007797606,3855235.7568145893,-2692779.8851163834,-4297235.463550473,3855229.685861214
1593045644447,-2692783.920180842,-4297241.819290955,3855235.9183085626,-2692779.874063176,-4297235.475207549,3855229.6656826288
1593045645447,-2692784.187260818,-4297241.654961877,3855236.036963451,-2692779.8844462717,-4297235.471883295,3855229.6585933757
1593045646447,-2692784.215273733,-4297241.644788422,3855235.9089953573,-2692779.8884437676,-4297235.472986343,3855229.6614843057
1593045647447,-2692784.3577159224,-4297242.093250692,3855235.2082398986,-2692779.8887171494,-4297235.471685973,3855229.6584000415
1593045648447,-2692784.4959058054,-4297242.248653732,3855235.1541881855,-2692779.8815842797,-4297235.476198349,3855229.656796844
1593045649447,-2692784.503741582,-4297242.347502346,3855235.0274102474,-2692779.880271253,-4297235.4743739795,3855229.6620326294
1593045650447,-2692784.81363129,-4297242.12905383,3855234.975504584,-2692779.8815227854,-4297235.478107863,3855229.6456990466
1593045651447,-2692784.678709851,-4297242.43451103,3855235.091144849,-2692779.8806382967,-4297235.486812037,3855229.6638171608
1593045652447,-2692784.573101418,-4297242.545000994,3855234.908090001,-2692779.8809625017,-4297235.477639607,3855229.6599233476
1593045653447,-2692784.6284521897,-4297242.386762233,3855234.770826311,-2692779.886008265,-4297235.482826909,3855229.659154695
1593045654447,-2692784.4903700254,-4297242.472597367,3855234.8741448526,-2692779.8810501858,-4297235.47749747,3855229.6617787513
1593045655447,-2692784.4907547254,-4297242.507290355,3855234.8641046276,-2692779.88393067,-4297235.47937867,3855229.6619689623
1593045656447,-2692784.409874056,-4297242.414723602,3855234.83526243,-2692779.8836164963,-4297235.47106543,3855229.6561529855
1593045657447,-2692784.4721540064,-4297242.41562305,3855234.8586495332,-2692779.8787859064,-4297235.476688122,3855229.6567464652
1593045658447,-2692784.6370528666,-4297242.562043512,3855234.8306738543,-2692779.8823801014,-4297235.479227117,3855229.6598204444
1593045659447,-2692784.5260588806,-4297242.3618853865,3855234.837534966,-2692779.8839611146,-4297235.479963736,3855229.659705486
1593045660447,-2692784.530483419,-4297242.437710979,3855234.898170861,-2692779.8830820937,-4297235.476840909,3855229.65625424
1593045661447,-2692784.5609580455,-4297242.397462157,3855234.863342936,-2692779.8813249157,-4297235.475541095,3855229.6571971285
1593045662447,-2692784.5147260595,-4297242.432366645,3855234.8820286016,-2692779.883620888,-4297235.4758866625,3855229.6643638164
1593045663447,-2692784.543137674,-4297242.332074701,3855235.041121934,-2692779.878822607,-4297235.482697737,3855229.6578999753
1593045664447,-2692784.4851442217,-4297241.985201058,3855235.4444018034,-2692779.878445872,-4297235.476477326,3855229.652436874
1593045665447,-2692784.439644676,-4297242.22742722,3855235.1148417946,-2692779.8895757995,-4297235.477469746,3855229.6657469366
1593045666447,-2692784.5446677506,-4297242.340344335,3855234.954320706,-2692779.8835228304,-4297235.47767699,3855229.654109499
1593045667447,-2692784.4506379687,-4297242.2652275,3855235.192976788,-2692779.880756215,-4297235.478303223,3855229.660003832
1593045668447,-2692784.4050341784,-4297242.318216726,3855235.134507719,-2692779.8805360873,-4297235.477617274,3855229.664003255
1593045669447,-2692784.6422969108,-4297242.102599505,3855235.216214346,-2692779.883729843,-4297235.48151382,3855229.651500805
1593045670447,-2692784.463685979,-4297241.724861125,3855235.5471423212,-2692779.8885579263,-4297235.483029783,3855229.655866135
1593045671447,-2692784.3143448043,-4297242.067094461,3855235.582904042,-2692779.881639882,-4297235.475352391,3855229.6621693806
1593045672447,-2692784.3024265524,-4297242.325863693,3855235.1831663335,-2692779.8811809137,-4297235.473773753,3855229.6615248825
1593045673447,-2692784.451645261,-4297242.289251315,3855235.1163226273,-2692779.884425762,-4297235.47375866,3855229.657874531
1593045674447,-2692784.461124603,-4297242.263525521,3855235.1364791915,-2692779.8767299154,-4297235.4805140635,3855229.658203569
1593045675447,-2692784.4508260083,-4297242.1646986045,3855235.240286899,-2692779.8854828184,-4297235.479980734,3855229.661022774
1593045676447,-2692784.514211483,-4297242.348070166,3855234.977288806,-2692779.8863697653,-4297235.47296735,3855229.656198734
1593045677447,-2692784.389198813,-4297242.281333636,3855235.0527543672,-2692779.8817459764,-4297235.480211745,3855229.65968726
1593045678447,-2692784.407936362,-4297242.169503171,3855235.3558445266,-2692779.8777421797,-4297235.475218899,3855229.6593657164
1593045679447,-2692784.599218965,-4297242.363379021,3855235.28073875,-2692779.8803014187,-4297235.47622513,3855229.655294367
1593045680447,-2692784.430750096,-4297242.118990112,3855235.1197813177,-2692779.882651448,-4297235.476275345,3855229.6554831574
1593045681447,-2692784.649615229,-4297242.218833699,3855235.4608752276,-2692779.875555323,-4297235.484850597,3855229.659155492
1593045682447,-2692784.454107195,-4297241.885668192,3855235.4804360983,-2692779.8784296545,-4297235.475367426,3855229.6477867267
1593045683447,-2692784.2794210063,-4297241.769493582,3855235.638420763,-2692779.8899678234,-4297235.474660778,3855229.6662849537
1593045684447,-2692784.400847506,-4297241.7306224685,3855235.7224576776,-2692779.8887557127,-4297235.480513694,3855229.6632790985
1593045685447,-2692784.329748287,-4297241.718344363,3855235.506911921,-2692779.885376419,-4297235.4777147975,3855229.660667528
1593045686447,-2692784.362148586,-4297242.05975452,3855235.170044718,-2692779.894583939,-4297235.476839534,3855229.6653136043
1593045687447,-2692784.4314372176,-4297242.458190859,3855234.871056475,-2692779.881488774,-4297235.467390372,3855229.6513749156
1593045688447,-2692784.592547441,-4297242.347077792,3855234.753343612,-2692779.8867565603,-4297235.476255946,3855229.654516854
1593045689447,-2692784.628893926,-4297242.450880671,3855234.721845125,-2692779.8855444184,-4297235.480997135,3855229.664218029
1593045690447,-2692784.583387983,-4297242.68651046,3855234.8684064583,-2692779.876738996,-4297235.481611009,3855229.6619968605
1593045691447,-2692784.500295636,-4297242.599210236,3855234.8095442713,-2692779.876273068,-4297235.479137917,3855229.6580388825
1593045692447,-2692784.6116339304,-4297242.531878264,3855234.8401985564,-2692779.881287935,-4297235.475609287,3855229.6572004375
1593045693447,-2692784.4915790693,-4297242.528754338,3855234.821369737,-2692779.880426315,-4297235.482784764,3855229.665475636
1593045694447,-2692784.3879835783,-4297242.403123209,3855234.8692562324,-2692779.8867694163,-4297235.475817411,3855229.6559647173
1593045695447,-2692784.6429355624,-4297242.29745557,3855234.930297161,-2692779.881595861,-4297235.473794377,3855229.6515887138
1593045696447,-2692784.662633768,-4297242.307398978,3855235.047677645,-2692779.8817683044,-4297235.48409122,3855229.6595755066
1593045697447,-2692784.384287009,-4297242.189174961,3855235.196945268,-2692779.8830704256,-4297235.47713754,3855229.6584610706
1593045698447,-2692784.3539000717,-4297242.1843660055,3855235.2636625785,-2692779.8834981374,-4297235.47706792,3855229.6601355695
1593045699447,-2692784.4554349524,-4297242.189624055,3855235.225846102,-2692779.8818482654,-4297235.477626216,3855229.656583861
1593045700447,-2692784.45221801,-4297242.1838187175,3855235.310691641,-2692779.8820960615,-4297235.477125683,3855229.655202426
1593045701447,-2692784.362706935,-4297242.202096409,3855235.21971925,-2692779.8837814424,-4297235.477426007,3855229.6623837887
1593045702447,-2692784.2214741553,-4297242.271919523,3855235.0975665855,-2692779.884563897,-4297235.474028878,3855229.6677766107
1593045703447,-2692784.610236678,-4297242.382456371,3855235.112320426,-2692779.875523738,-4297235.474557311,3855229.650477523
1593045704447,-2692784.531914532,-4297242.263749921,3855234.8937273645,-2692779.88901815,-4297235.479505575,3855229.6621402474
1593045705447,-2692784.685655588,-4297242.401615318,3855234.822944001,-2692779.8826588118,-4297235.481281329,3855229.648403718
1593045706447,-2692784.6219550096,-4297242.341686445,3855234.816137014,-2692779.8878813996,-4297235.477979105,3855229.658931691
1593045707447,-2692784.546433812,-4297242.409435973,3855234.8852292085,-2692779.8822112638,-4297235.476240743,3855229.6607706025
1593045708447,-2692784.5819273833,-4297242.38944873,3855234.8726826035,-2692779.8791338163,-4297235.48228734,3855229.6582447514
1593045709447,-2692784.1726433677,-4297242.589618408,3855234.9355476117,-2692779.878486943,-4297235.465852001,3855229.666801258
1593045710447,-2692784.450651252,-4297242.259182493,3855235.343401176,-2692779.8800679143,-4297235.484065603,3855229.663620012
1593045711447,-2692784.450633814,-4297241.916955771,3855235.3246226185,-2692779.886607983,-4297235.477235598,3855229.650239819
1593045712447,-2692784.4514642665,-4297242.0654531075,3855235.343807023,-2692779.886642854,-4297235.478790068,3855229.6578300525
